YEAR,ALABAMA,ALASKA,ARIZONA,ARKANSAS,CALIFORNIA,COLORADO,CONNECTICUT,DELAWARE,DISTRICT OF COLUMBIA,FLORIDA,GEORGIA,HAWAII,IDAHO,ILLINOIS,INDIANA,IOWA,KANSAS,KENTUCKY,LOUISIANA,MAINE,MARYLAND,MASSACHUSETTS,MICHIGAN,MINNESOTA,MISSISSIPPI,MISSOURI,MONTANA,NEBRASKA,NEVADA,NEW HAMPSHIRE,NEW JERSEY,NEW MEXICO,NEW YORK,NORTH CAROLINA,NORTH DAKOTA,OHIO,OKLAHOMA,OREGON,PENNSYLVANIA,RHODE ISLAND,SOUTH CAROLINA,SOUTH DAKOTA,TENNESSEE,TEXAS,UTAH,VERMONT,VIRGINIA,WASHINGTON,WEST VIRGINIA,WISCONSIN,WYOMING
1964,533.6800000000001,439.8899999999997,405.53999999999985,58.27999999999999,179.89999999999992,164.42999999999995,189.03000000000006,79.25999999999999,43.14000000000003,121.54999999999997,4.919999999999997,123.18000000000002,336.1899999999999,149.33000000000004,458.8100000000002,819.8199999999999,,481.84000000000015,3.44,373.9099999999999,89.51000000000005,135.92000000000002,354.48,9.729999999999993,261.4599999999999,24.259999999999998,579.5900000000001,54.63000000000001,233.76999999999992,134.65000000000003,176.38000000000005,111.14999999999999,156.92000000000002,26.31999999999999,813.2300000000001,191.15,42.409999999999975,453.01000000000005,101.85,279.31999999999994,161.62000000000006,9.86,629.4300000000002,383.1799999999998,260.75000000000006,596.7699999999999,274.81,674.6899999999999,518.6999999999999,370.34999999999985,84.29000000000003
1965,68.20000000000006,79.38,100.59999999999995,63.07999999999996,74.60000000000005,302.7000000000003,322.89000000000004,102.38000000000005,19.760000000000005,62.29,15.1,575.8,454.6599999999999,42.68000000000001,48.06,339.54,,121.06000000000002,3.849999999999998,295.75000000000006,35.52,354.48999999999984,336.97999999999996,26.45999999999999,51.15000000000003,60.20000000000002,556.3699999999999,31.990000000000002,50.709999999999994,55.02999999999999,61.18000000000003,68.59000000000002,52.36999999999999,8.589999999999996,623.2599999999999,90.95999999999997,9.969999999999994,181.74000000000004,57.21,444.82000000000005,50.54999999999998,16.730000000000004,238.12000000000006,284.3199999999998,444.8600000000001,360.66,93.32000000000005,255.7,832.69,482.21999999999974,226.15000000000015
1966,52.37999999999999,236.57,336.90000000000003,72.49,80.58999999999997,72.0,32.51000000000002,51.139999999999986,49.30000000000003,64.38000000000001,5.589999999999997,20.360000000000007,246.92999999999998,106.31,116.34000000000002,197.39,,154.20999999999992,3.0199999999999996,29.700000000000003,57.76999999999998,15.019999999999998,176.04,46.56000000000001,56.99000000000001,12.539999999999994,272.68999999999994,11.640000000000004,14.34,11.590000000000002,29.390000000000008,126.32,61.059999999999995,15.879999999999994,212.6400000000001,63.04000000000001,25.249999999999993,126.90999999999993,47.15999999999999,9.750000000000002,26.30999999999998,5.87,332.7399999999999,239.95,68.2,79.16,50.58000000000002,166.67,313.45,736.0699999999999,72.79
1967,38.98000000000002,53.269999999999975,62.080000000000005,66.75999999999998,27.449999999999992,79.64,3.569999999999998,10.64,3.459999999999999,28.919999999999998,0.9600000000000004,24.460000000000004,60.04999999999996,11.930000000000001,13.459999999999992,29.599999999999987,4.4399999999999995,46.83000000000002,4.460000000000001,24.63,4.859999999999999,7.4700000000000015,13.300000000000006,3.7599999999999985,30.33999999999998,7.469999999999996,48.96,36.53000000000001,59.9,3.8600000000000008,8.799999999999999,61.20000000000004,6.680000000000001,19.029999999999987,143.15999999999994,11.73999999999999,32.349999999999994,86.72,6.81,6.819999999999999,20.439999999999994,8.670000000000002,53.620000000000005,125.32000000000001,37.81000000000002,9.960000000000003,51.99000000000003,178.8999999999999,84.57000000000004,49.53000000000001,64.27
1968,4.650000000000001,3.8600000000000003,14.61,0.15000000000000002,8.49,23.540000000000006,23.820000000000004,4.51,0.78,8.939999999999998,0.08,5.05,3.0000000000000004,13.520000000000001,15.549999999999995,6.580000000000001,0.9600000000000001,4.369999999999999,0.79,3.5100000000000002,2.7499999999999996,9.839999999999996,4.0299999999999985,0.5200000000000001,10.910000000000004,0.6900000000000001,9.690000000000003,4.59,1.74,21.01,9.739999999999997,17.64,21.07,6.479999999999996,22.83000000000001,3.2499999999999982,4.960000000000001,30.700000000000003,2.5400000000000005,7.28,1.52,0.6,1.7300000000000004,47.57999999999998,2.04,1.8499999999999999,9.489999999999998,18.249999999999986,20.499999999999996,31.89000000000001,16.999999999999993
1969,0.36,6.77,31.210000000000004,1.5100000000000002,4.569999999999998,6.429999999999999,21.390000000000004,93.72999999999998,5.89,9.269999999999994,0.04,7.02,12.740000000000002,10.16,10.509999999999993,9.979999999999995,0.38,2.210000000000001,3.4599999999999995,0.7999999999999999,2.6,6.589999999999997,4.459999999999999,0.7500000000000002,1.1000000000000005,1.5700000000000003,17.130000000000003,44.87000000000001,0.21,27.100000000000012,13.46,28.299999999999986,30.47999999999999,7.459999999999997,13.030000000000001,5.379999999999998,5.630000000000002,9.830000000000005,10.659999999999998,2.9000000000000004,5.3400000000000025,7.640000000000001,0.53,44.86999999999999,1.09,0.6900000000000001,20.259999999999998,1.6800000000000004,13.819999999999999,15.330000000000005,2.43
1970,13.94,33.61000000000001,53.049999999999976,1.6600000000000001,9.550000000000004,10.409999999999998,3.819999999999998,47.46000000000001,46.000000000000036,20.189999999999987,0.36,23.860000000000014,13.32,29.379999999999995,5.499999999999997,31.419999999999998,3.3500000000000005,32.39,8.34,41.48,34.61000000000001,15.750000000000002,20.279999999999998,1.2900000000000003,6.07,16.45,16.009999999999998,52.320000000000014,4.03,8.4,23.46000000000001,28.590000000000007,8.569999999999997,19.47,51.24999999999997,37.69999999999999,30.63,21.150000000000006,17.65,11.399999999999999,24.009999999999987,15.790000000000006,13.529999999999998,72.35,3.52,1.98,51.910000000000004,19.71,19.730000000000008,31.019999999999985,3.23
1971,55.24000000000001,19.419999999999995,25.390000000000004,21.910000000000007,13.88,37.16999999999998,38.910000000000025,7.269999999999998,2.1199999999999997,30.830000000000013,23.590000000000003,59.03,35.9,29.04,58.23000000000002,94.78999999999995,62.42000000000001,111.46000000000005,42.19,120.26999999999995,13.599999999999998,8.069999999999999,28.89000000000001,2.06,66.8,42.81000000000003,112.98000000000002,4.880000000000002,1.28,26.65,17.389999999999997,37.27000000000002,23.920000000000005,35.890000000000015,36.16999999999999,37.07,25.059999999999985,15.970000000000006,15.629999999999994,24.720000000000006,32.76999999999999,31.34,24.689999999999998,77.40999999999997,30.040000000000003,26.59999999999999,32.370000000000005,33.15000000000001,31.989999999999995,87.53,24.49
1972,4.02,3.9399999999999995,40.83000000000002,0.65,15.429999999999996,20.879999999999978,50.080000000000005,9.66,0.27,17.63999999999999,3.5600000000000014,11.239999999999997,14.09,40.22,23.799999999999997,33.27000000000001,1.72,14.429999999999994,3.2599999999999976,20.980000000000018,0.27,21.959999999999997,25.720000000000002,0.7300000000000002,9.049999999999995,3.7000000000000006,2.3499999999999996,1.6100000000000003,0.18,98.96000000000002,5.640000000000002,12.069999999999993,3.61,0.7100000000000002,9.490000000000002,2.819999999999998,0.49999999999999994,8.950000000000001,0.6100000000000002,52.25000000000001,7.630000000000002,1.7799999999999998,4.659999999999998,13.170000000000002,13.709999999999996,17.07,1.5400000000000005,28.37,15.510000000000002,76.33999999999999,14.399999999999999
1973,0.42000000000000004,1.47,1.12,3.709999999999999,3.8199999999999994,6.550000000000001,59.170000000000016,1.71,1.4000000000000004,4.6999999999999975,1.0200000000000002,3.5200000000000005,31.710000000000008,19.479999999999993,13.269999999999996,10.119999999999997,1.1900000000000002,12.379999999999997,2.3699999999999988,5.319999999999999,0.32000000000000006,69.11999999999998,46.65000000000002,0.6500000000000001,2.7100000000000004,1.1500000000000001,48.63,0.37,0.17,90.34,10.1,14.029999999999994,9.789999999999994,0.12,11.220000000000004,3.769999999999998,2.4600000000000004,19.52,3.439999999999999,68.08999999999999,2.8600000000000008,0.43999999999999995,3.8999999999999995,4.059999999999997,10.74,25.570000000000014,8.739999999999991,25.030000000000005,12.580000000000002,29.969999999999985,19.68
1974,0.58,0.27,0.8900000000000002,0.66,5.139999999999998,6.13,5.6,2.7199999999999998,0.14,2.699999999999999,0.06,7.100000000000002,6.48,18.730000000000004,4.86,4.6000000000000005,8.25,5.519999999999998,0.3800000000000001,3.4399999999999986,0.5700000000000001,7.079999999999998,25.06,2.209999999999999,0.61,5.489999999999997,46.20000000000001,6.08,26.76,20.26000000000001,75.03000000000002,5.35,7.829999999999997,0.12000000000000001,5.82,27.44000000000001,1.1,1.03,7.74,6.580000000000001,1.9600000000000009,4.12,1.29,1.4300000000000008,1.2100000000000002,11.88,0.8600000000000002,2.22,12.68000000000001,13.900000000000002,4.460000000000001
1975,0.13,,3.53,0.1,23.779999999999994,44.43999999999999,4.159999999999999,5.939999999999999,0.28,0.9400000000000001,0.78,7.170000000000002,2.35,16.49,9.669999999999995,24.110000000000007,93.30000000000003,4.549999999999999,0.09,1.44,1.5399999999999998,2.69,35.269999999999996,5.83,1.4700000000000002,5.409999999999997,6.979999999999999,25.54,4.300000000000001,2.3900000000000006,6.479999999999998,9.07,6.83,0.06,131.87000000000006,1.1,9.64,8.429999999999998,4.78,0.54,0.5700000000000001,51.879999999999995,4.089999999999998,2.2300000000000004,27.849999999999998,15.280000000000001,0.8500000000000001,8.14,11.730000000000002,32.03,0.75
1976,,2.73,9.999999999999995,0.91,10.410000000000002,16.67,7.640000000000001,18.799999999999997,1.94,3.7799999999999994,0.1,1.2,224.33,17.86,79.97000000000001,1.4000000000000001,32.17,21.88,7.76,0.8999999999999999,19.900000000000002,0.74,65.63999999999996,10.830000000000005,0.7300000000000002,4.8,65.89000000000001,3.5199999999999996,12.400000000000002,1.1300000000000001,8.559999999999997,1.3000000000000003,17.38,0.35000000000000003,0.45999999999999996,6.759999999999999,9.989999999999998,7.120000000000002,28.499999999999996,2.23,0.15,0.74,4.799999999999999,2.040000000000001,166.51000000000016,34.37,16.49,10.259999999999998,11.010000000000002,88.54,0.97
1977,2.06,15.07,8.71,2.04,34.75000000000001,15.699999999999994,25.020000000000003,1.18,2.1,3.2999999999999985,14.409999999999997,4.7299999999999995,18.56,16.56,71.14999999999998,123.71999999999998,61.230000000000004,33.040000000000006,2.2,15.909999999999997,8.48,12.299999999999999,13.5,68.05999999999999,2.08,18.569999999999993,119.64999999999999,13.69,10.870000000000003,29.049999999999997,2.6699999999999995,1.9200000000000002,26.19,0.9300000000000003,4.74,17.290000000000003,1.7200000000000006,12.769999999999994,27.090000000000007,6.760000000000002,3.279999999999998,10.620000000000001,15.749999999999993,13.989999999999998,1.7499999999999998,47.16,50.79000000000001,12.409999999999997,13.870000000000001,45.35000000000002,5.770000000000002
1978,3.43,0.5,2.52,0.9600000000000001,2.8099999999999987,1.8,17.039999999999996,1.8699999999999999,0.3,11.6,1.06,2.17,0.43,6.979999999999998,3.949999999999998,2.9599999999999995,4.499999999999999,3.3499999999999988,21.250000000000004,117.78,1.23,5.450000000000001,82.22,2.09,31.209999999999994,3.5300000000000002,13.860000000000003,0.51,2.5999999999999996,7.15,1.0100000000000002,,10.439999999999998,2.15,27.43999999999999,4.67,0.9100000000000003,20.58,2.8099999999999983,0.85,6.440000000000001,,22.259999999999998,7.539999999999999,3.2399999999999998,10.52,49.89000000000001,10.62,45.54999999999999,33.27000000000002,
1979,3.35,4.48,3.2499999999999996,0.4699999999999999,4.079999999999998,2.479999999999999,0.12,0.17,0.16,6.199999999999996,10.139999999999999,7.949999999999995,2.34,11.599999999999998,3.6699999999999995,0.53,3.1399999999999997,1.6300000000000001,6.199999999999997,1.8900000000000001,0.38,0.49,9.429999999999996,29.849999999999994,1.08,9.719999999999995,7.869999999999999,4.26,2.6100000000000003,3.18,0.6600000000000001,3.1500000000000004,8.939999999999996,1.9700000000000006,2.6,3.02,0.85,2.78,0.5700000000000002,10.880000000000003,3.35,0.28,1.7300000000000006,4.5399999999999965,1.5200000000000002,23.31,6.009999999999997,25.150000000000002,4.539999999999999,13.759999999999998,0.43
1980,0.5700000000000001,1.44,11.629999999999999,0.7600000000000001,3.649999999999999,0.7700000000000001,0.8500000000000001,0.68,0.79,4.039999999999998,15.19,0.8999999999999999,,2.969999999999999,2.0100000000000007,0.06,3.11,1.7500000000000004,0.43,4.22,1.9800000000000002,0.9800000000000004,3.0199999999999974,26.869999999999997,3.91,1.0,0.26,4.93,1.4300000000000002,26.690000000000005,8.919999999999998,0.99,11.009999999999993,2.21,0.0,3.5399999999999996,22.660000000000007,0.08,9.489999999999998,0.2,5.019999999999999,,3.83,1.3400000000000005,2.979999999999999,41.88,6.569999999999998,4.049999999999999,1.7500000000000009,31.289999999999996,
1981,0.0,,0.36000000000000004,0.5900000000000001,1.4000000000000006,0.25,0.27,,0.32,2.8899999999999983,1.9500000000000004,0.8,0.2,0.26000000000000006,0.34,0.03,0.04,0.03,0.1,0.44999999999999996,0.11,1.05,0.3500000000000001,0.17,,0.02,,0.25,1.58,0.98,0.7700000000000004,1.1,1.9700000000000009,0.1,,0.2,0.24,0.2,4.33,,0.0,,0.08,6.0299999999999985,,0.38,0.24,0.1,0.6,0.12,0.2
1982,0.05,0.2,0.53,,3.1599999999999993,0.22,0.24,,0.16,2.01,,0.5,,0.24000000000000002,0.06,,1.8199999999999998,0.06,0.34,,0.1,0.1,0.6000000000000001,,0.16,0.04,,0.19,,0.5,0.07999999999999999,,1.0900000000000003,0.04,,0.03,0.99,0.7200000000000001,0.07,,,,0.12000000000000001,1.1500000000000001,0.19,0.38,0.15000000000000002,0.8500000000000002,0.1,0.02,0.0
1983,0.03,,,0.04,0.5900000000000002,,0.0,,,1.4800000000000004,0.14,0.1,0.1,1.7200000000000004,6.779999999999999,,,,0.09000000000000001,,0.16999999999999998,0.15000000000000002,0.03,0.0,0.08,0.04,,,0.22,,0.36,,0.21000000000000005,,,0.8300000000000001,0.03,0.4,,,,,0.02,0.24000000000000005,0.61,,0.37,0.7000000000000001,0.05,,
1984,0.0,,,0.38,1.2000000000000004,,0.31000000000000005,,,0.16000000000000003,0.06,16.64,,1.3599999999999999,0.04,,,0.03,0.18,,0.3,1.46,3.3000000000000003,1.08,,0.12,,,,3.3000000000000003,0.07,5.09,0.8400000000000003,,,0.09999999999999998,0.27,,0.04,,,,,3.3299999999999987,1.6900000000000004,0.76,0.07,3.9099999999999997,,0.6500000000000001,
1985,,,7.49,,0.9200000000000004,0.27,0.18,,4.390000000000001,0.9900000000000002,0.13,2.3300000000000005,6.249999999999998,2.4299999999999997,0.06,,0.04,0.05,0.9500000000000002,,2.53,1.3700000000000003,0.7500000000000001,,0.04,0.02,20.52,,,,0.31000000000000005,0.28,0.9200000000000004,0.14,0.15,0.0,,0.19000000000000003,0.33,,0.03,,,2.5599999999999987,,,0.4700000000000001,1.9900000000000004,2.5100000000000002,1.2000000000000002,1.01
1986,0.02,,7.450000000000001,12.209999999999999,1.5200000000000005,0.15,0.27,0.16,,3.3800000000000003,1.4900000000000002,2.7800000000000002,0.1,3.67,0.7000000000000001,5.1000000000000005,4.040000000000001,0.08,0.08,1.26,0.7600000000000002,0.6300000000000001,1.1600000000000001,0.8400000000000001,0.4,0.62,0.24,0.0,0.30000000000000004,2.6199999999999997,11.6,2.6000000000000005,5.3100000000000005,0.07,3.1699999999999995,,0.99,0.26,0.24999999999999997,0.2,7.540000000000001,,1.2000000000000002,2.2700000000000005,0.78,,0.8500000000000002,4.709999999999999,0.11,5.8500000000000005,
1987,0.09000000000000001,,1.0,,2.679999999999999,0.27,0.66,3.09,,0.7200000000000002,0.15,0.18,,1.7000000000000008,,,,,,0.25,0.22,1.09,0.30000000000000004,0.6500000000000001,0.16,3.7600000000000007,17.11,,0.19,16.240000000000002,0.5,10.550000000000004,2.4699999999999984,0.23,0.0,0.01,0.12,3.01,0.26,0.2,0.06,,,2.51,,3.9900000000000007,0.02,1.0100000000000002,,3.0200000000000005,
1988,0.02,0.18,0.08,,2.480000000000001,3.5299999999999994,0.51,,,1.3200000000000003,,1.81,,0.47000000000000003,1.04,,0.04,0.95,,0.66,0.3,0.09000000000000001,0.32000000000000006,0.48000000000000004,1.27,0.41000000000000003,9.66,,,10.23,4.25,,0.54,0.03,,0.8799999999999999,0.25,1.3000000000000003,4.399999999999999,,,,0.02,0.09,,,3.48,0.15,0.33,,
1989,1.4600000000000002,0.0,3.9600000000000004,0.21000000000000002,7.339999999999999,3.0199999999999996,6.529999999999999,5.4,6.74,1.6,0.27,2.7899999999999996,0.7999999999999999,22.319999999999997,2.02,0.44999999999999996,4.750000000000001,1.1700000000000002,2.79,,2.4800000000000004,1.79,4.229999999999999,0.16,0.04,9.969999999999999,1.63,6.65,0.99,1.4400000000000002,5.279999999999999,1.4000000000000001,1.6300000000000003,2.9899999999999993,,25.089999999999996,4.029999999999999,1.45,2.0000000000000004,3.9000000000000004,0.52,,2.85,18.430000000000003,6.9,0.18,0.42000000000000004,1.06,2.9499999999999997,6.44,
1990,0.6500000000000001,4.859999999999999,7.720000000000001,1.7399999999999998,31.99,4.170000000000001,5.7,1.3499999999999999,3.6599999999999997,2.8699999999999983,5.5,3.69,2.1900000000000004,9.049999999999999,4.489999999999999,0.9600000000000002,9.46,1.1400000000000001,0.0,0.32,4.239999999999998,0.5400000000000001,4.039999999999999,9.21,0.5,1.04,,5.0,17.709999999999997,,2.4699999999999998,6.660000000000001,4.479999999999999,0.71,,5.219999999999999,5.6,1.3500000000000003,3.7699999999999987,2.9899999999999998,0.12,2.29,1.93,22.860000000000003,8.5,,1.22,6.709999999999999,0.33,13.389999999999995,
1991,0.02,0.18,9.040000000000001,,6.4899999999999975,0.32999999999999996,0.6900000000000001,2.809999999999999,,2.2100000000000004,0.22999999999999998,1.9500000000000004,42.15000000000002,0.05,0.09,0.5900000000000001,0.36,0.6900000000000001,,0.56,3.6600000000000006,0.7200000000000001,0.36000000000000004,0.63,,,,0.0,1.4700000000000002,,13.049999999999997,4.919999999999999,7.799999999999996,0.6400000000000001,,0.11000000000000001,,2.78,11.719999999999995,0.4,0.37,,0.2,1.2300000000000002,12.360000000000001,0.71,0.36000000000000004,1.5299999999999998,,0.14,0.65
1992,,0.68,0.0,,0.19000000000000003,0.6400000000000001,0.06,0.42000000000000004,0.33,0.3000000000000001,0.04,4.239999999999999,,0.09,0.22,,0.08,7.460000000000001,,0.24,0.21999999999999997,0.35,0.13999999999999999,0.2,0.04,0.02,,,0.07,1.44,0.4,0.06,0.62,0.36000000000000004,,0.05,0.25,0.29000000000000004,0.08,2.28,0.8,,,5.67,,,0.24999999999999997,,,,0.21
1993,0.02,,0.06,,0.18000000000000002,0.0,0.18,0.28,,0.20000000000000004,0.01,1.3,,0.04,0.02,,,,0.02,0.16,0.02,0.31000000000000005,0.07,,,0.0,,,0.07,0.18,0.060000000000000005,,0.0,,,0.11,,,,0.1,,,0.0,0.060000000000000005,,5.3599999999999985,,,,0.0,
1994,,2.67,0.2,,0.19000000000000003,0.54,0.12,,,0.16,0.03,,0.18,0.15,0.02,0.25,0.04,,0.02,0.24,0.1,0.12000000000000001,0.15000000000000002,,,0.8099999999999999,,0.0,,0.0,1.68,,0.34,0.04,,0.04,,,0.07,0.7,,,0.53,0.09999999999999999,7.799999999999999,0.17,0.04,,1.98,0.04,
1995,,,0.26999999999999996,0.08,0.09,0.6799999999999999,0.03,,,0.060000000000000005,0.060000000000000005,0.0,0.33,0.04,,,0.04,,0.42,,0.0,0.08,0.04,,,0.0,,,0.06,,0.04,1.8200000000000003,0.02,,,0.02,,0.09,0.01,0.49,,,,0.08999999999999998,0.0,,,0.39000000000000007,,0.0,
1996,,11.160000000000002,0.16999999999999998,,0.10999999999999999,0.21,0.03,0.13,0.0,0.0,0.01,2.8100000000000005,0.16,0.02,,0.0,0.04,,,0.0,0.08,0.2,0.02,0.37000000000000005,,0.04,,,0.24,,0.0,0.96,,0.05,,0.060000000000000005,,0.32999999999999996,0.09999999999999999,,,,0.04,0.18000000000000005,5.77,0.17,0.01,0.92,,0.02,0.2
1997,0.14,0.16,0.18,0.12,0.09,0.72,0.0,,0.35,0.060000000000000005,0.0,0.49000000000000005,6.59,0.07999999999999999,,0.28,,,,0.32,0.5,0.8800000000000001,0.08,0.35,0.14,0.06,,0.06,0.06,1.93,0.02,0.4,0.13999999999999999,0.02,0.15,0.3,0.0,0.09,0.12999999999999998,0.49,0.05,1.2000000000000002,0.05,0.07,0.05,9.88,0.03,0.27,0.05,0.0,0.61
1998,0.0,2.58,0.2,,0.0,,,0.0,,0.01,0.01,,0.08,0.01,0.03,0.03,,,0.02,,0.0,0.02,0.09000000000000001,,,,,,,,0.08,,,,,0.0,,,0.03,,,,0.0,,,0.0,0.0,0.0,,0.0,
1999,,,0.02,0.16,0.060000000000000005,0.0,0.0,,,0.01,,0.08,,,0.02,,,0.0,,,,0.04,0.0,0.0,,0.02,,,0.0,0.0,,,,0.0,,,,0.15,,,,,,0.01,0.1,,0.25,,,,
2000,,0.16,,0.04,0.03,0.06,,,,0.02,,0.16,,0.04,,0.06,0.08,,,,,0.0,0.02,0.02,,,,,0.35,0.24,,,0.02,,,0.03,,,0.0,,,,,,0.13,0.16,0.03,0.0,,,
2001,,,0.02,,0.11000000000000001,,0.0,,,,0.01,0.57,0.16,0.01,0.03,,0.04,0.05,,,0.06,0.0,,0.04,,0.02,,,,,0.01,,0.0,,,0.01,,0.18,0.05,,,,,0.0,,0.16,0.01,0.0,,,
2002,0.16,,,,0.0,,,,,0.01,0.01,0.08,0.0,,0.02,,,,,,,,,0.0,,0.02,,,0.0,,,,0.01,,,0.0,,,,,,,,0.0,0.0,,,,,,
2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
